Challenge_Hex,Response_Bit
971546339D4EDB71,0
AC0F680115B24E1D,1
502CF0EE224A66A6,1
3D131A3D1E2C2E7D,0
1DF05D184E2D6255,0
5F90FC872EDC017E,0
243012DAB1850EB8,1
6372542482C56B21,0
98AF5CCA6B11B7CB,1
93267D25234B4562,0
6C4C450B623AD0FC,1
7C966B552F8D8DED,0
8991B01AA2B03C4B,1
EB4E2281B184D1FC,0
EE4205EEA52FC3EC,0
2C591DA8FFF96ACF,0
2AB7B2EF8E0EC033,0
49F1137D7D592E19,0
2FE5B14023EA7956,0
D78C57D3508850D3,0
9E91A71C7374CCBF,1
DD92DD7C0DB977A9,1
F3ABEA0D5BE9FDB3,0
7C0F549D02740F73,0
31F3F0C022F3F068,0
624A2A50D0B1FDE0,1
8FC3D7D3F6BD80C7,0
A72F947D816462CB,0
68BD075B7EB6581E,1
7DE1BF5DAF4847F0,1
B5CBE3F56A66C184,0
71A0449DD703262F,1
2AD11FE87D1B695E,0
90BDE9001529E6F5,0
CBBED98007E67CB0,1
38749F3CC2D49B56,0
085EB4894AC66780,1
398F569B465CC2CB,0
49E64C2289A0B7EB,0
C7DE96EA2B0FBE44,0
90CE77E9751303B9,1
C5C5AE8ABE15AD12,1
7ECCDAF4C4134DC2,0
82C42E488CBADAE5,0
929D63771CFB655F,0
44945E091D3CA5A4,1
8B0901ABC66DCEB3,1
FDAB3441D2C2A960,0
8AC35AC45DEAA737,0
C1BCBE59D296A12D,1
C28FA16B0AA6FCB9,0
70FD6672B80F16C5,0
37F25D368BDDCEE3,0
6CD6F011FD61F13B,0
BC69C1551A37F6BD,0
A757075BD47F83B1,1
3F5E3B8CC0582DA5,1
DFF389AA4C36A70C,1
0840405AFFD2F491,0
4347DBCA7321A8B2,0
DCB91D5F593C572B,0
164484A0D1151FFF,1
DD83AD037066E289,1
1E0D02B5FE7402CD,0
CFD7F3B9C68FCBA5,1
35BA93573CA87F31,0
BCD4344FCF8A368E,0
B06B0F0C96822E22,1
DC6DAFFF59C2F153,0
9C3A1E0BB5F3F8AA,1
6D9C5B50A1FD4187,0
9DBC15C02A7DC57C,0
C8EBE27A23A4E70E,0
D0437E4C34E50699,0
CE31593734FA32B6,0
91F0647D0F321333,1
88438DE259CF0B0D,1
98CBAA5247F53019,1
2B1AC76C89ECBC51,0
FA9FC10E52DAF681,1
4AEA1B8FB43CDE0A,1
929ECC924A11BE44,0
F3D04FFB44709848,1
83B0B35CDBA6FDF8,0
E67093A0FC48F615,0
D0AFB235ADE68F51,1
22B5F4571860AD28,1
C0062B5BF67839B2,0
695E5EA9C9230C64,1
0F2D5C15EB346D3A,0
46FEACD4FE1393CD,1
A7E8D18EDDF6D4AC,1
B390B059207BBE21,1
21F8072DDDB7570E,1
257035DB3FEAD90A,1
5274EE11B61DF906,1
3F5FBF4FD4176230,0
D7F34368C2EFEECB,1
64880945AD1DB537,1
24655C397D4D2ADD,0
A1E518A293D228D4,0
A0B8575544CAA5A2,0
600B4B356A0AA7D5,1
135508D073B5BAD5,0
CB6AD0C7A2356DD4,1
C4D598F7E14FE093,0
67213A7017D50F59,0
BFF30C8D83FF3E96,0
B1D818874739CC7B,1
E097DEDBEFB3B939,0
7466EF025E7B72C8,1
7CF07BB3F343D9EB,0
94FB09F053C93AE7,1
DE70BD3000A21367,0
D8DFF535C62DBAEA,1
17D821B8BB93CD40,0
F8DED777BB1E5AE8,0
A284E8FD755CEE2A,1
B28187C4AA055442,1
D9A090075BB47C18,1
CBB18C791036708D,0
65D0B51788D00ABD,0
F7D7465D37C3B3C9,0
D32937246DFD171A,0
7EA5A387363BE5CB,1
52A74A4144BED486,1
48998E5FD40E53CE,1
8C1C8B0556771F36,0
216E9FE593F37596,0
DA385DB590EEB067,1
C9CE44BD7C3F1ADD,1
E4E751DE57FF51D9,1
C3231466AEBBB90E,1
0BC2EA720C648CA2,0
A04D4D14197DBAE1,1
D6321D31C8ACFFCF,0
042B03CA75A72686,1
EDEF50031FCE01E3,0
28719B9BDB8F0E32,1
74DE5F7070F81DBA,0
FDE91C42002C4C22,1
6D84414DF54191EA,0
FEE5CE6933CB202E,0
E8CEE951B0478EA4,1
E1D46F8221C50E41,1
4D470ED6A6663769,0
DFDA35B228B2BF21,0
E0688849EEC71A30,0
17E52113462623BE,1
5C457E4DA79313B8,0
1519830C40198303,1
AA1D3FC65F31273D,1
A61F0B96E75F745A,0
0D41EE472A5FDA18,1
A0279A186576A410,0
B9DA5F8C4E35DA80,0
C156E501B30E96E8,1
6DE214293BF0D9C1,1
1758D47EA7CDE143,1
185DF528B4258E19,0
36A2C52B00473139,0
13F3CADE7A10013F,1
97FB613A21F89D06,0
84FA4C7239E7A4F1,1
71EFE72AAE13591E,0
021063710260A123,0
57F479B5B212A6EE,1
1EDF3BFAD12E0EB5,1
DC3F42E0FCF7B842,0
B1AC040D6C1CC405,1
7A4A902F21D63B0F,0
3A9C43081221CDDF,1
16DE66C96210DEF6,0
CE532FFDBB134F02,1
1A6B6A7D1A38AAD6,1
5E1885C35037CD6B,0
4C9BFF5CE1887EAF,0
61FA01BA231AE7C7,0
D038E153C601818B,0
DFDF0E05C0CEF31B,0
A43E558C2215DF00,0
AD58DB1BFE31537A,0
11836C4F249204C7,0
9033DA6587CF63FD,0
9C3DE1B0022B6683,0
2A038AD4A667B982,1
59E7703A70AA5B0D,1
368ACD40B8F14E3C,1
BF8E8BFAA0C9DA72,1
EB7E2E6426C0747E,1
9DB7284B6965D1D1,1
714011A1AFC2CCFC,1
379D58F9DC268108,1
E5871D8916312FC6,1
23D7E6A119B814FC,0
1F873B46C0A0473A,1
BAE1E13796EE50E5,1
59FE3D53624FEA4B,0
6DEC6BBDF69777A1,0
CA84000350834FEF,0
3F6EED9D23CBE943,0
A505DA9C46E75A2C,0
3F87DFC2159152F2,0
99DB13028DAB66D3,0
B89F3A92999A1D86,0
48F091F09B8B38AE,1
F0F7AD22C76A8E0F,1
06DDF6CAB0C30A59,0
D8D994B8D90F74E9,1
E03635FCA88D4108,0
349817354D38E415,1
9B5F8F39848B34F0,1
304B237082701238,0
6449CB6FBF72AE52,0
A56B61E04BA8A4CA,0
C8A738AB0DF83E12,1
CB35097AE5DD98F1,1
3D4574EBF4655A21,0
62C965B27EB0F62A,0
3DB788A61CDCC4C2,1
A3595D1F7FE4A42E,0
122DD7BE980BC81E,1
E3837348873DC8BD,0
0316D2D6FA4A58EF,1
5C70EE97FCA45567,1
51045A16EF15AB72,1
6307D4D121C9A15D,0
D6C6F45CDC5E4E78,1
6BBDB66F91816091,1
8BDE005B5D8BABD7,1
2C3AACDCAED54A46,1
78946A15C34201DB,0
FCC4091BF45707C6,0
12AF97E4C536C66E,0
965D744F0445C1A8,0
0387F74D1149D096,1
373AEDF8431E930F,1
EC2E28150A3217D2,0
F2DCB12B0F7AE302,1
65E1B0F5CA0EE8C4,0
495743A281B13B80,1
B66EDBF4A0EA0251,1
C46152348044BEB2,0
6C6F6D2E6A59C043,1
66FBA71DB3A9DCAA,1
A3FA40691519FD38,0
89A3C811895C4FDE,1
271610C19DB54283,0
15669E364708203B,1
143AC1C54F560ED5,1
EBC1BB5282E4DD4A,1
F96C9A0A3404C02A,1
27C6CBB1CEDD069D,1
53A5E8508950DDD6,1
9620BEE66406FACE,1
C362A810A2611B8D,1
A65BE22BD5A386D9,0
A4A5C736AE59AA52,1
4F67448E10ECEB1F,0
6FFF15CCB2DC6C34,1
F413DB19BADE8D5D,0
3D175712D8B22277,1
3E9639BA0ED2EC9D,0
ECB4678C16120AA6,1
1DB14BFC6F3A5115,0
9CBF7B8C74102D5D,0
0E165B129BDC70D1,0
AA8430F84F2DA233,1
A8761E85BDDFA03A,1
2CF72140BD9BC648,0
033E02F71E93D127,0
23204FF5B538F96C,1
02E7DF89B3957A98,0
7F14EAFA29F0EF7C,1
58C1AAD6F3F8DEA4,1
8468B74D85E3ADE5,1
D28FCF68C871D7B3,0
425E0259B88416D2,1
5F32D5D82ABE1585,0
BFF15840207E863F,0
DF9B141EC7F7BDA1,1
BBA1AED944CDBFDD,0
1E38F711E2EC13F4,1
E65FAD87C57C7498,0
55C348530783E43C,1
6DE8370ACE9E9EBD,1
861B4F5B45A08539,0
4350AB061059EA28,1
F99CEA5CB65AD0F1,0
A0A5FDE6939F71A2,1
7F0386FA13BADC91,0
82C299F07487D772,1
0E3141EC5C311464,1
DBFF00B07FE670F3,1
2AB8BD33911F730B,1
284577805E20C957,0
C5F8E2F8414F4994,0
E4EEC67C1A57F9E4,1
AC93281A92EBEAB0,0
1D8680CBB90800F3,1
BDA3C1623A78B64A,1
00A8547382425912,1
DBD30AEC0B461173,1
03254FBDDCE8E1C5,0
0BC572073E9AEC86,1
5D2D904F78C59073,0
EB93F78C620AF158,1
2DD0622E266BF2EA,0
F5D8FB91EE6081AC,1
090D9655DB842660,0
CD98F9E28D888BEB,0
B6CA1127E9F87970,0
A7DC2BC0BD9C4693,1
3979D5F56B5BC975,0
3F8E2D0D52619DEC,0
EA75752D6A8FCACB,1
51E744E4B864CA08,0
D3748A1145712959,1
92502E5913F06822,1
1E910F365F705B25,1
AC5F12EF8085C147,0
0D7BEC04E6E59B32,1
3922A7E42DE982F8,1
8409C5EACDE918B3,1
0BC1F9E5FB3DF063,0
66A302D6F43E8C48,0
E0827F7611A529B4,0
DDB449DC77106966,0
C605E58A48454343,0
4F89E3B2D847DC53,0
161D5C8753C9FE59,1
74ED51458D9765C7,0
5E717FCA020A4497,1
4AA5F9D3335F2F59,0
C8D577179055A36F,1
BD54DA044DCD0009,1
3E19FC1D9F6A6A65,0
5E472E2276C3E642,0
F8CBAB4C97790E84,0
FF6EF9ED7E4CE29F,1
C6A07656C5C9FB91,1
BB82B7963207343E,0
8BEB4E78E68373A3,0
CBC4EC0EC2AEF674,1
268B84B63EC0A285,0
EEB19AD201A1FB0F,0
061EFB9568F82063,1
8AA2B4C93BA5BD76,1
A2CD159058AF393C,1
B186A5A8D6EE526B,0
0274CE40E09016B6,0
55C3B2DBF374190D,1
C2492E5E005FD0E6,0
60538C1BA84510A1,0
BCF2FC3BD95874C2,1
4EB9047DBA2AC3D9,1
34879E411A9C672A,0
FBAD793F87A1EC02,1
6B790D013CF88D20,0
F610396B7DF59ABF,0
F8F9A45D0F554896,0
247296A4FF38B918,1
47A2A10BB62EDB49,0
0B3D0C3617D09810,1
3B41C943EBD8A3B1,0
D872F72EE5B4A1AE,0
69BE173A850EF0AD,0
E5449887B36AB3ED,0
755D814B5F5BA255,1
BF7655D7F97C6C3C,1
94AD625215BC2A3E,0
8163B6CE1877BC06,1
A3209116222DF6A4,0
64F434D6D1E91691,1
97867B1213281726,0
0FF1C51F915CB31B,0
A995ECC36F5B09A6,1
21761930F6D70248,0
4AAB47B23C9D128A,0
D9D57B0242D04D55,0
ED1115D750A46C85,0
64988BDECD0254DB,0
D4F76322B362C0D2,0
53853918BC4015FA,1
73E7F042516C3B0A,1
3BCDF203459EE674,1
F18CCCDC131EB723,1
22D839D333E4F986,1
C5285425C7A9F33C,1
1BE5A4C395AF6D0C,1
1B0C62EB27C8FC6C,0
7316CE642A147A96,0
50647C59774F6354,0
1EE89A4C681134E2,0
5BB8B9C8893259F3,0
C534CA08F6F24D1C,0
73B0D6763527A5C8,1
769DE1E34EED4124,0
DA3C45CA43D78F2B,1
1725D2C71EB2A7B8,1
CEBEABAA28597B34,0
4DE1087BAFA14A55,0
B46788BDD38E13E4,0
9A72083CB266986C,1
370B9A290A530DF9,0
DB4862C2D5FF2A1F,1
25F88C7453EA4919,1
B60E695C1759BA96,0
F7E9101D3F8B4433,0
657046EA5B11F51F,0
0C880714837217E0,0
4C80D33AAD5BE3C8,0
D1F16485429A4A7C,1
2C82989FFD9CFBB0,0
F3BC9A7107F4FEE5,0
DAC726B667863FB3,1
8E52FC4273C374A6,1
8CD4B90ABF8211BC,0
183FEA703FF6579E,0
1A16998C7648776E,0
CB371D97CDCC2D6A,1
1F178F9323C97A1E,1
0FC98D2E030F9BE9,1
C7ECFE71D49347FC,1
38E7E019FB8986C8,1
32B8D8AA21768DD7,1
668C879BD2DC42C8,0
AFB064065F4B1A97,0
F004E897A15B2E18,1
15839B99A50A13DC,1
960BE0F495132C22,1
EADC9960424211E2,0
13325C31D010318A,0
FF45F8A20594B24F,1
329FC41710813D45,0
A55F65B7E709FBA6,1
CF2E32967184B713,0
178BE96820F87BA2,1
D8E70AEBE7B33085,0
CF133B65D450AFA2,1
1F5DF91254E07431,1
F1394E3C0AEE2557,1
0CF697A57603C36C,0
EC93E5962B015723,0
6EE3560792EA1324,0
B9744CDED259F960,0
7F0223BC651EA252,0
61FA8E7A078C26CE,0
6D39DA75AEE70AB2,0
5A9C06792C3D17E2,0
E886A01136F7A26C,0
466534972FE922AA,1
722DCE1347A48C42,1
260CB547E2280FE3,1
9D3616A108DEC921,1
9DF2372E9E825AAE,0
A5B409833EEBC04A,0
7FB75C574B8C031F,0
E1FDC6D169785221,0
7AA1C5678CF9EEA9,0
1674EB650F9C5300,0
620D4A1F479F6628,0
6B52F93C2321E64E,1
A484E035330FAAA3,0
CC152A1BE2789642,0
3FC825AC869BC00F,0
FE7C80E9A1791E93,1
8B2D158ACD5AE324,1
04FFEAB2CB7B0B3A,0
61EB64E6FD498E20,0
B69F75C5C82BA1BE,1
7ACC99705BEEC570,1
C80C21958B6584CE,1
58129EB27C13F47A,0
90CE82E8E9A53368,1
5254AAD3809CD839,1
453B45FE636CF499,1
06AC10102E0869C1,1
98DC9E0B51A1F5DF,0
07806E713811B519,1
CF89569DE550D736,1
47EB340DC74E48FF,1
CF03F0C80EFFD5BD,0
78C04ED8FDD4FF21,0
5B80B8D18788DFED,1
95804C2AC44FC4B8,0
3B964C74FFE62994,1
28DD2BFDF956BE95,0
3F738F5019A2676F,0
3DBC3093A8284442,0
889FE107443B1D0F,1
CA8E858CD0F81063,1
BCAFF931EAD18464,0
C398C3320E500785,0
F2A32EFDFF138C80,1
93608EDF382B5B86,1
FB8FE8C4D8B48EAD,1
636FA890CC21CBDB,0
EF69A9805AD479EF,0
FDD5B0F8D6D744FD,0
2C78644FD86065A2,0
3C8E9D782D14E9F4,1
5168BBF297AF5BDE,1
BCF474AACE63CB1A,0
5BD93609B297A782,1
9770A3DBE9FA97E2,1
B4157CEA07388BA4,1
5A07D758B357F3F9,0
91519998F2933585,0
2460D0D2904883C1,1
F2C847439027E770,0
D631C383303014D0,0
CF767343FCEDF994,0
F86B543AE1B243CC,0
8AC8AD937E02921D,0
2CF149CB4F1E1A37,0
09B7FDF77D8D3DDD,1
0E61065F171B1B80,0
9A0692953B8D3447,0
051A00393803DCEE,1
7A5D7C8286C5547C,1
54EC84CE002CCB25,0
9D37EFB6EAFB3E90,1
CE7334F233932B6C,0
573BFC172167C35E,1
2D6E0291B7893986,0
CD6BB03BEB3537A0,1
DE4379CBD8230076,1
0F3F0F4852D6B779,0
25D07461059C1574,0
B466FAB6962C04DD,1
24435958EACF33A9,1
1C654AA2C63CE21D,1
86BB42C7D8B2F8B6,1
5D696BC8DC54D59B,0
12916E60F5E72DAF,1
B45C9A545FA3A531,0
A981FA54F121E129,1
960530356545C030,0
5628DDCD19DD3E8C,0
52961FB34D407B28,0
F9D2014A22EE7F07,0
BB7B6C0528522CA2,1
6FD69B3AF2DD9456,0
A3A6EF83CAB63107,1
7CB923F5F5EDF382,1
51397C06A630AD9D,0
B509F08A2C988BCA,0
8FDDBEBCF7FF88D4,1
E3BCD6F3B18D2C8C,0
9D1C0838EDC8CCA8,0
5B58EB49C9784B52,0
AA604892392612E9,0
D08012B896C56FE7,1
60DDC7F12CE3D822,1
BBE718354E8BF78A,1
4B657BCCB0416F19,0
2D7E4A452099E71F,1
0075D3D5BA94AA66,1
B3B6D344F2E3C6F0,1
92A54D04F2DDE1F5,1
D9CB3540643FFDAE,0
C55523EDFE8956C8,0
91468CDCF7164B73,1
2E9CE8FF084A3C4B,1
5176A9D19A3624D6,1
CF0DF860EBC92914,1
9C8379AEF7B02805,0
A3BFE403388C9751,0
1AA6F7CB90C7E6AC,0
7F05FBF5EFCAC577,1
54C7743B2401342A,1
13EB22C9BECED21A,1
58C88C483CED4D1F,1
51CBF9E5FB7D3BA1,0
A2DD22D52AFAAB7B,0
F68C62E6E2A45909,0
D2586D9016B6BF61,0
AB86BAFDB57EC883,1
BAB27BCEA39C3BD5,1
55F3AD50E2FBB984,1
02EAD2DF725656E3,1
35ADDE8843E4F668,0
B173FCDF3FE1E8F3,0
59B9222C115AFFAC,1
C97A24AD41B455B8,0
B86D066B1BA827C6,0
0C53644B0053F649,0
702F31E562CCC604,1
6B6E64C5BB8AA843,1
2A9527F6F8170EBF,1
69FD28E6E271FFF9,1
E1BBB8CD7E3A9F07,0
59EA493660F34EBC,0
6016C7438BC83A02,0
D42CB1AE19F738CB,1
C9EA356A7ABFCEBF,1
93FB71D0DD326D9C,0
C21C3FB3A6A5F0FF,0
39BFCA38AFE9BE90,1
7387928A29A3DB6D,0
CC9803DE12DE9E5A,0
088DBD82D883E3F8,0
0523D4FD4B7F2183,1
42D943EE51976E75,0
1ACF42C5F3A02120,1
5780BE1712FECC2B,0
E34F76B42B8C03BF,0
29310971601E0211,0
13335BC9BB635FF5,0
F11C0AC58C0B393A,1
FA60EDE1E5EB772D,0
5683EDE017D5B563,0
FC3B0DE5981262AC,1
E4AA786D9D17D218,0
B45A6AB37B94A34D,1
6E6B34B907EF2BA8,1
A754A29FF143E545,1
9B792AFA2A3D418D,0
6F27C1B9E3C6DEDB,0
0DB5D4412837F418,1
54C29D5C19EC0829,1
F9722CC1349EF4A9,1
68C690B230A2CEE8,1
8DDA4FF2B27B7BB4,1
ECF26429B8D77D2F,1
8A45A905BADF9397,1
A91CF19243E8644B,1
4C2272F34811E562,1
188DF23B3CCFF6EB,0
64953D5F0CB4E891,1
8CB6B0BA925F8199,0
7DAEC949D700B461,0
0DF407B82751AB86,0
00FA0EB45C5F48D4,0
166ECFE36D779595,0
D2EAEF184B6797A1,0
A005F5E1A97A2846,1
7AF6CD4199A7B99B,0
18D42238331DE35C,0
34FADEE106969D48,0
A36076812BBBA89D,1
FA2074034AB427E3,0
793BED1B14F9C394,1
1D91FE39D8014004,1
C8EDABDD4EF03F80,1
788FD0CD65C06B93,0
E516B0D47D3572CC,0
43D75413A939EBD1,0
A4515AE01754BF08,1
6334FA2A8B4BD7E7,1
5EFB336E2F546033,1
61A66444E2AFA629,0
2FC3E6495E911B91,1
0B6C03C8721E5419,0
7092D40143675D58,1
436E3C49770E09DB,1
D64ACB1F39EB038A,0
907276EA44C07A9A,1
26B07FF60FC79913,1
B24BEB96C0927B74,0
18C180D2AADF3692,0
AB0B4CC515F0EA19,1
CEE4E5125802B640,1
69FB07638A9C66F7,0
C1A72883F8802878,0
3A3E46B096F84FF7,0
0F9CA17B8DB8DADF,0
6319629BD73E7BB9,1
85C7F3BED183010F,1
F73360946B2B78B9,0
AFE3AF13891778E8,0
EFB56207DDECC40B,1
929D674D798E175F,1
3C53090EE1B41171,1
4C81926079EC533C,0
6511E61A143665F5,1
DA9BCCC1E71C681A,0
08E3F771B6DCBD05,0
923B78208089B8C5,0
844E250BE684390C,0
924CDE09CCEA5031,0
FB95D0FCAD72ED05,0
25BF213D9ECA381B,0
F3025D161ECACAE9,0
72F444ABC1D71F4A,0
F2F5B1762C41CBD3,0
2ACB4FBDFBFF8A7D,1
363E6EF4F8DFCC3A,0
31567F2ACEF74829,1
0AECCEC7204DB9DA,0
140FF5896C624C2C,0
AEE14F87FCFFE9E3,1
33B0FB536F75EE8A,0
D2938E6EFF4D0930,0
25DB5946A091E5B4,1
98550B1ED5881C1C,0
51DB1A374204D733,1
BA236C22E92A7B97,0
CEAE1325EA074D80,1
16476E3F1127B207,0
8E6DE263635A775D,0
8D536C7565B90E94,1
DB4BB8EB537D0BD1,0
850A48D446B518DE,0
EACB1F6D7549C9F9,0
032A461ADF9B7C1F,1
B34E356AC95B61F8,0
966B62EA9F80B96B,0
C81C8D3185C69FBF,0
1CCE08E96B6A8061,0
264EF59D6A18E5AF,1
910C4CB725F06B0A,1
952A53459682D9FF,1
F6FF3521C2250530,0
19A6F80EF08CE6C2,1
1B0AE22EECC817A6,1
C7903DC5900C0AF7,0
C926A02119DA8262,0
DE12DBF1493D6196,0
E1509425891F4683,1
E0BDA1EE5807CF74,0
439E754C693016EA,1
A7A02A3D620F230B,0
92701D607C4F48E4,0
7919955C9BE4F19F,1
2C154804099759A3,1
67294D3C46818A88,1
9E45455E24D38751,1
AE49C0799BD0D4C7,1
66D71D97B193C8B8,0
6552AC5309EDA6F5,1
E1035E1CE3BB22AE,0
B0C5827854DCCBA5,1
0C9E55503CD1FF3F,0
79A7E63BBEE975DA,0
44C1F1B5EBBBD763,0
5F584603E5A3D8E9,0
567E642E052DFB9A,0
CB2CC805D1403430,1
4F9A5F984D950273,1
D7C4CAED47C4CC51,0
DBB546457DDAC1B6,1
AF527666B23909F4,1
F8F58A261924C644,0
3A5B6AC5DE703B72,0
4CEC495B226716E3,1
BE64AC2AF96671A5,0
C626E38F716FB276,1
52246D05D3692867,1
BA92992E44F8B53C,1
9ADFE9816AB19E15,0
16DB80DBA543148E,0
711456DE301C8DB3,1
E9D6BB7E361DB014,1
683C510ED2EFA93B,1
7C059799BDAE8EFF,1
84396FC0C26E2706,0
5FB8944DDE0018AA,1
0E63813ED22E3226,0
CA9F1D5983E8B700,0
10CC460428B26B1B,0
B5A6571C4FA5C35E,1
67443FB881BD55D5,0
C7CFECA822B9F24C,1
86379F04D9EE7DC9,1
9194821EE11BF0D4,0
2C7A0D3107692583,1
E00BD5343158F1FB,1
3362D476D53AE57F,0
0EC0AD4BD6441A9D,0
087758043FDE9814,0
0CF173F974D9D1F5,0
5C418A83EB04159C,1
32F8DBABB462E3E8,1
5E4C4FD1462363A9,1
76D70561D2D14EF5,0
659E0258814FF657,1
EC4E8CBBA2AA378C,1
AE61716A1FB621AE,0
3DEFA7BA07D2FD4D,0
7D2120AD5F59FB4D,0
7233D5AF98133DA1,1
F5E4A9C12D761FFA,0
797E3984DED7D3EF,0
8D2434F9963DC8BF,1
5820B3F25989DD6C,1
D6707A2129DC073E,0
42378962E4FD6C34,0
D4B3E8CFBFBBEAB3,0
1723ECDBB0588256,0
0706FEC248FA4E98,1
0CB5EE5C62F5F7C2,1
DA9408C029B44CB1,0
C7A2F280927F8103,1
36DD9529F704D72F,1
38AA76DFDB6BA39B,1
39A0F145A5BAB050,0
34EC5264AD7D6F81,1
A6CE6D7A44E2A94B,1
8366663668D576B8,1
DD58631B052226B9,1
F796611FC7C1FB1B,0
AEA4A441C47FA57E,1
795E6F2B02472360,0
21DF5609E959137F,0
2C56E0CDA5BA2472,0
CD0579E299E4704C,0
3948FE22022AADDA,1
9BBC6CBC409CA8F2,1
F168C605CE1A1669,1
B676291D4E329B4B,1
B599277FF78EE9E8,0
467F358BA48AA108,1
E53E5F4C6C7E9A2C,0
DA018D296060B1EB,0
7580E4E959450186,0
37DC8C784082FCDA,0
4D59616B7779857F,0
8548867BAD5CBA24,0
9FA4A627D30608BE,0
95A0F35665ABC9FF,1
01E187D81A312044,1
FFDA9A9382F29004,1
F76B9723A9902071,1
D6E18109D7E174E6,0
8FBBA7495FCD859E,0
98017A2FA5B83693,0
485D831C9BEAB529,0
AF35B30B4C68EB17,1
7B53359E1BACBD0D,1
5616AF7E1057A002,0
46C79B36FD053963,1
533C2ED5A3FE0479,1
46E1EE40DC8AB6A7,0
A7F7745142DA8609,0
F3C2944AB60A3DCC,0
A6C681B0E4729BE5,0
30385DD74C7D9313,1
846D5A3B2661C426,1
3D846FC9C3F62136,0
0E88C8ECE651E3E1,1
DB7904E0CE30A61D,1
CF5E0F0BCD67B5DF,1
6772FE9F999BC859,1
51D05EF3A91883FC,0
23D26B8DAE46024D,0
06843C86B8A60402,0
7F53D344A7C854E4,1
4BACBEDFFF5A229E,0
E82B5B364269C28C,1
6793CB096B271EFF,1
BC9A79986365FC2A,1
95410A9D090AAA93,1
FEA82E3AB54401CB,1
D0E656E592715F6E,0
57D9CBB0309E47BA,1
B69F5EABB9FF2C29,1
AFB28B3D38ECCB4D,1
A36884F588DDD880,0
79C9C839C8EF0377,0
F0CF9D73E8121EF0,0
5BC677CAABFF9286,1
4CD9916481DF62F4,1
2B843EF3D86D655D,0
A8596F8CD73418FE,0
8EE9581AE061F65F,0
4B356E9A2E5EEB6A,0
7885187D18FC83B7,0
BDACDC5E20C0F275,0
B9A5D4D0423701F1,1
8F1CB2CCCEEF9FA8,1
E9A1C6D5C34E9BAF,0
F269921C2EDD9141,0
E64B9B37AE01A122,1
A789077055EC024A,0
38E59B2716DC5A6E,1
392C04DA5AF3DA5A,1
DF162EC3BE848AA2,1
6BA4170B4E9D23E9,0
E3082DDCC9C04B7D,1
5F26946654D1332A,0
95E7F61442B40281,0
76B904364B46EF33,0
1E26ED31D9E92758,1
0DBDC5DA787515B9,0
A267D32FDDCBF4BC,0
948F664A9565257B,1
9EE339FFF1BDB598,0
78E36397123B31CF,0
31CD9F6EE3B16D36,1
1EAC41D9801F4909,1
AE423568DE14553B,0
87A37F1061B512ED,1
69C165AE4C610AE8,1
DEEFF82A0DD70158,0
26996AABDAAF7529,1
FE0A824E232A5E82,1
57B936B03346A332,1
FCB896BB68C0CBEF,0
E4917F7D91C46EFC,0
FC950BBAE8184F34,1
24AA5685752366CE,1
DCC5D97550FE8199,0
2E2BDC6CB7360C4F,1
14B00F62C768B07F,0
552734077CD2192F,1
FC9476B1A18B5D15,0
503BE7882D445AF8,0
0ED9FA95A26E865B,0
73B9C2AC0134E76B,1
359A15334605EC0E,0
C606DDC4C2DD901D,0
938703C92B29BF36,1
288F3435C3B534DB,0
C90394EA7D54EC82,1
C79DDB62C37944C1,0
2120BFBA1689E0B8,0
6F07B60F9D4E8B5D,0
6DEDCBA5A22C3D4F,0
6DD49C966744CB9E,1
7A36E788F71FB9A6,0
0131FF3B62210670,1
88A5FA0D09A85DC5,1
BB0C7919330CCFF5,0
F337B2615F8392D5,0
E45A87E8039A8ED5,0
C1C0C5E3527C8F50,0
87F1D48CD54E7948,1
049626BA30C9A2BE,0
010E4265AD3F5DD4,0
BBCD6C18A06E8DE5,1
39EC8CA13FB2DF47,0
E0821918B18AD67D,1
4FE5474558274E80,1
1A4B160621019BFF,1
80DAA8CA62305D27,1
4E5D8F1296B31F4A,1
10B6A6622AC1D5CA,1
0BB432B3D2E76DEB,1
F2CE7EEB4C56FB8F,0
74B796204A73B0BF,0
85319F0FBA533122,1
862C92FD98ABB2E7,1
6F04AF36567C5D44,1
AFD0D2F7E3524444,0
2240063BFED747BE,0
FF02F5B057BD56C9,0
7D7C59A5E6C11650,0
C00793365BF7DDA1,0
2A35CE30303CB04B,0
E82A3879F2B5A7EA,1
CFDFC6F9EB0F827C,1
04E55BD56744ACD4,1
396D1FFB3A799EFA,1
FC21109BBA27BC64,1
3610901C2196B3B5,0
059C1BA0BBEC721D,1
812FAA3896F61C09,0
1F878B322B429596,1
B60B4F875DD8EFFC,1
CAC8D87EA689D07F,1
600C9C710990A647,1
A3EC152CE0653245,1
C5709E30417B6634,1
9F85C2DD88E44A48,1
980B68530C7031EB,1
0C472187FEA35D37,0
1BAD52A8A976DC4D,0
D60BF603A750350E,1
0C5921F8050DCBFE,1
1DA466FEB0937085,0
71BE94C36AB1CDB6,1
1FA3ED1F61584F88,1
40B374F88C1AB2C7,0
B3ADA2BA797209C0,0
349B508927335670,0
AF8CA888B1F81AD9,1
0261C87AA15C159A,0
6BBE3B5A4D15F7D8,1
19D9D0B5A962D996,0
8532FC74A9987BDF,0
9F6FACC1451D38FE,1
B362CD559B0ADA0B,1
